,country,description,designation,points,price,province,region_1,title,variety,winery,millesime,Alsace,Beaujolais,Burgundy,Champagne,France Other,Languedoc-Roussillon,Loire Valley,Southwest France
97677,France,"This is crisp, with citrus and red apple fruits that are heightened by the taut structure. Nervy acidity adds to the tense feel while judicious layers of wood warm the finish. For long-term aging.",Les Chenevottes Premier Cru,93,81.0,Burgundy,Chassagne-Montrachet,Chanson Père et Fils 2016 Les Chenevottes Premier Cru  (Chassagne-Montrachet),Chardonnay,Chanson Père et Fils,2016,0,0,1,0,0,0,0,0
97680,France,"A wine with just the right Meursault opulence already the dominant character. The wine is fat, ripe, not losing sight of acidity or freshness, combining yellow fruits with a crisp, citrus final streak.",,87,61.0,Burgundy,Meursault,Chanson Père et Fils 2013  Meursault,Chardonnay,Chanson Père et Fils,2013,0,0,1,0,0,0,0,0
97684,France,"This is soft, full of ripe white fruit flavors. The wine is broad, showing some freshness along with the forward richness. It is likely to age relatively quickly.",,87,49.0,Burgundy,Chassagne-Montrachet,Louis Latour 2014  Chassagne-Montrachet,Chardonnay,Louis Latour,2014,0,0,1,0,0,0,0,0
97715,France,"A heavily wood-aged wine, this wine has smoky, burnt-toast aromas. At the moment, ripe yellow-fruit flavors are submerged beneath this onslaught of wood, but it should integrate better, so give it until 2020.",Mersault-Charmes Premier Cru,88,49.0,Burgundy,Meursault,Domaine Jean Monnier et Fils 2017 Mersault-Charmes Premier Cru  (Meursault),Chardonnay,Domaine Jean Monnier et Fils,2017,0,0,1,0,0,0,0,0
97831,France,"Showing its wood strongly, this toasty wine seems to have lost the fruit. Some attractive acidity at the end helps compensate. Drink now.",Les Mûres,86,31.0,Burgundy,Pouilly-Loché,Bret Brothers 2018 Les Mûres  (Pouilly-Loché),Chardonnay,Bret Brothers,2018,0,0,1,0,0,0,0,0
97837,France,"Fresh and fruity, this crisp wine comes from a region near Chablis. Good acidity, lively citrus and a cool feel all work well together.",,86,24.0,Burgundy,Bourgogne Vézelay,Simonnet-Febvre 2017  Bourgogne Vézelay,Chardonnay,Simonnet-Febvre,2017,0,0,1,0,0,0,0,0
97842,France,"The wine is soft, fruity and ready to drink, with attractive fruitiness, soft acidity and a touch of wood. With a crisp aftertaste, it offers freshness as well.",Clos des Rocs Monopole,86,28.0,Burgundy,Pouilly-Loché,Clos des Rocs 2018 Clos des Rocs Monopole  (Pouilly-Loché),Chardonnay,Clos des Rocs,2018,0,0,1,0,0,0,0,0
97843,France,"A tight, mineral-driven wine, it has both great fruit and acidity. It is tangy, pushing forward crisp lemon and apple skin flavors and a touch of peach. Drink now.",Les Vignes de Joanny,86,22.0,Burgundy,Mâcon-Davayé,Collovray et Terrier 2018 Les Vignes de Joanny  (Mâcon-Davayé),Chardonnay,Collovray et Terrier,2018,0,0,1,0,0,0,0,0
98024,France,"This wine brings out the structure inherent in this vineyard. Tensely textured with young fruits that have a touch of bitterness, the wine offers kiwi and green plum flavors given a more exotic character with some mango. It's a deeply structured wine that needs to age. Drink from 2022.",Les Clos Grand Cru,96,59.0,Burgundy,Chablis,Domaine Pinson 2019 Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Pinson,2019,0,0,1,0,0,0,0,0
98025,France,"Perfumed and floral, this is a wine with weight and richness. There is a lot of structure here, concentrated rich yellow and white fruits giving a textured and mineral wine. It comes from a property vinified by Drouhin for 70 years. The wine is for aging; drink from 2023.",Marquis de Laguiche Morgeot Premier Cru,95,83.0,Burgundy,Chassagne-Montrachet,Joseph Drouhin 2019 Marquis de Laguiche Morgeot Premier Cru  (Chassagne-Montrachet),Chardonnay,Joseph Drouhin,2019,0,0,1,0,0,0,0,0
98027,France,"From vines on the sunny side of the vineyard, this wine is richly textured and structured, full of generous yellow and white fruits, spice and layers of wood aging. It has a honeyed character, typical of 2017, with a tight, taut, crisp acidity at the end. Drink this strongly structured wine from 2023.",Vaudésir Grand Cru,95,65.0,Burgundy,Chablis,William Fèvre 2019 Vaudésir Grand Cru  (Chablis),Chardonnay,William Fèvre,2019,0,0,1,0,0,0,0,0
98030,France,"This wine has a rich, fat, almost buttery character. Certainly the acidity is there, although it has a warm, summer feel. The structure typical of Les Clos is all there as well, giving concentration and density. At the end spice goes with the extreme freshness of the citrus aftertaste. Drink from 2024.",Les Clos Grand Cru,95,72.0,Burgundy,Chablis,Domaine Christian Moreau Père et Fils 2019 Les Clos Grand Cru  (Chablis),Chardonnay,Domaine Christian Moreau Père et Fils,2019,0,0,1,0,0,0,0,0
98031,France,"This rich, generous and soft wine has a ripe feel along with plenty of acidity. The freshness is cushioned by ripe yellow and pear fruit flavors. It has power as well as minerality, and a touch of toast comes through at the end. Drink from 2022.",Grenouilles Grand Cru,95,56.0,Burgundy,Chablis,Domaine Jean-Paul et Benoît Droin 2019 Grenouilles Grand Cru  (Chablis),Chardonnay,Domaine Jean-Paul et Benoît Droin,2019,0,0,1,0,0,0,0,0
98032,France,"From ripe fruits, in the Pinson style, this is a rich, generous and concentrated wine. There is great fruitiness from the ripe apricot and pear flavors, cut with acidity to give an edge of freshness. Spice and fragrant acidity mark the finish.",Fourchaume Premier Cru,95,44.0,Burgundy,Chablis,Domaine Pinson 2019 Fourchaume Premier Cru  (Chablis),Chardonnay,Domaine Pinson,2019,0,0,1,0,0,0,0,0
98035,France,"This offers toast and spice aromas, with opulent apricots and white peaches along with intense freshness from the acidity and linear structure. The wood aging just shows through in the roundness of the wine, while leaving room for a fresh, crisp, mineral aftertaste. Drink from 2022.",Clos de la Garenne Premier Cru,95,76.0,Burgundy,Puligny-Montrachet,Joseph Drouhin 2019 Clos de la Garenne Premier Cru  (Puligny-Montrachet),Chardonnay,Joseph Drouhin,2019,0,0,1,0,0,0,0,0
98036,France,"A very mineral, flinty character comes through the powerful texture of this rich, dense wine. The ripest, almost honeyed fruit is cut by lime, lemon and orange peel. It is a complex wine for aging; drink from 2023.",Drouhin-Vaudon Les Clos Grand Cru,95,67.0,Burgundy,Chablis,Joseph Drouhin 2019 Drouhin-Vaudon Les Clos Grand Cru  (Chablis),Chardonnay,Joseph Drouhin,2019,0,0,1,0,0,0,0,0
98041,France,"This is the coolest and freshest of the Grand Cru vineyards. The wine is tight, steely with a nervy core of acidity that gives it a textured, structured character. It is full of energy, crisp, packed with apples and citrus and needing several years aging. Drink from 2024.",Valmur Grand Cru,95,71.0,Burgundy,Chablis,William Fèvre 2019 Valmur Grand Cru  (Chablis),Chardonnay,William Fèvre,2019,0,0,1,0,0,0,0,0
98044,France,"This apple-crisp wine has tight acidity and touches of wood rounded out by yellow fruits. It is ripe and very full, the nervy, mineral character contrasting with the richness that is now developing. It will age slowly, so don't drink before 2024.",Valmur Grand Cru,95,68.0,Burgundy,Chablis,Domaine Christian Moreau Père et Fils 2019 Valmur Grand Cru  (Chablis),Chardonnay,Domaine Christian Moreau Père et Fils,2019,0,0,1,0,0,0,0,0
98072,France,"This is a steely wine, tight with acidity and lemon fruits. It has a mineral, tangy texture that is still calming down, which suggests a young wine that needs time. Certainly the fruit is all there, if with a nervy character. Drink the wine from 2022.",Les Plantenays,88,27.0,Burgundy,Rully,Louis Max 2019 Les Plantenays  (Rully),Chardonnay,Louis Max,2019,0,0,1,0,0,0,0,0
98140,France,"This is the freshest apple and citrus-driven wine. It has great fruitiness allied to acidity and a soft, creamy structure. Drink in 2018.",Les Charmes,85,16.0,Burgundy,Mâcon-Lugny,Cave de Lugny 2018 Les Charmes  (Mâcon-Lugny),Chardonnay,Cave de Lugny,2018,0,0,1,0,0,0,0,0
98252,France,"Very dry and steely, this offers crisp acidity plus butter and wood flavors that bring out citrus as well as white peach fruits. With five years aging, it is ready to drink.",,89,31.0,France Other,Côtes du Jura,Domaine Rolet Père et Fils 2015 Chardonnay (Côtes du Jura),Chardonnay,Domaine Rolet Père et Fils,2015,0,0,0,0,1,0,0,0
98276,France,"A nice richness and light honey note permeate the bouquet, accenting the solid core of red apple skin, peach pit and dried vanilla bean. Medium weight, with a very attractive sweet spice and charred egg-bread accented finish.",Toques et Clochers Océanique,89,27.0,Languedoc-Roussillon,Limoux,Sieur d'Arques 2015 Toques et Clochers Océanique Chardonnay (Limoux),Chardonnay,Sieur d'Arques,2015,0,0,0,0,0,1,0,0
98341,France,"Rich, creamy wood-aged wine that shows pear, apple and toast flavors ane even a hint of honey. Smooth and textured, it has fine final spice and acidity to add further interest.",Eléve en Fûts de Chêne,91,43.0,Burgundy,Pouilly-Fuissé,Domaine du Chalet Pouilly 2015 Eléve en Fûts de Chêne  (Pouilly-Fuissé),Chardonnay,Domaine du Chalet Pouilly,2015,0,0,1,0,0,0,0,0
98346,France,"A beautifully ripe and rounded wood-aged wine. It brings out all the opulence of Meursault while keeping a tight, textured element as counterpoint. The wood flavors are beginning to blend into the lychee and peach flavors, promising an even richer experience in a few months.",Clos des Tessons,91,50.0,Burgundy,Meursault,Vincent Sauvestre 2015 Clos des Tessons  (Meursault),Chardonnay,Vincent Sauvestre,2015,0,0,1,0,0,0,0,0
98355,France,"Smoothly toasty wine, the wood element broadening the light apple fruit without overwhelming it. This attractive, basic Chablis has a fine, taut layer of acidity, grapefruit and apple juice crispness.",,87,31.0,Burgundy,Chablis,Domaine Christian Moreau Père et Fils 2014  Chablis,Chardonnay,Domaine Christian Moreau Père et Fils,2014,0,0,1,0,0,0,0,0
98356,France,"Alive and dainty with soft orange blossom notes paired with fresh red apple slices and a touch of nuttiness. The mouth is more of the same, with a distinct peach pit flavor unfolding on the medium-length finish.",dA,87,20.0,Languedoc-Roussillon,Vin de Pays d'Oc,Domaines Astruc 2015 dA Chardonnay (Vin de Pays d'Oc),Chardonnay,Domaines Astruc,2015,0,0,0,0,0,1,0,0
98408,France,"A rich and rounded single-vineyard Chardonnay. It has weight and a smoky character to go with the peach, kiwi and lime juice flavors. The acidity is light, but does give a line of freshness.",La Carte,86,20.0,Burgundy,Mâcon-Lugny,Cave de Lugny 2015 La Carte  (Mâcon-Lugny),Chardonnay,Cave de Lugny,2015,0,0,1,0,0,0,0,0
98564,France,"This offers a tight texture, toast and spice flavors, and intense juicy acidity. With a firm structure and concentration, it has potential for long-term aging. The yellow fruits are beginning to open up while the more citric character is already giving the wine great freshness. Drink from 2022.",Les Embazées Premier Cru,93,63.0,Burgundy,Chassagne-Montrachet,Chartron et Trébuchet 2019 Les Embazées Premier Cru  (Chassagne-Montrachet),Chardonnay,Chartron et Trébuchet,2019,0,0,1,0,0,0,0,0
98572,France,"This wine is closed and firm in character, but has considerable potential. It has the makings of a mineral and spice-flavored wine that is textured while showing ripe yellow fruits and a citrus backdrop. It needs to wait; drink from 2021.",,92,49.0,Burgundy,Puligny-Montrachet,Chartron et Trébuchet 2019  Puligny-Montrachet,Chardonnay,Chartron et Trébuchet,2019,0,0,1,0,0,0,0,0
98933,France,"This structured, mineral wine has a fine tension between tight acidity and zesty acidity that gives it a nervy, crisp character. It is still developing, with its steely structure still dominant; drink from 2021.",Les Crays,88,29.0,Burgundy,Pouilly-Fuissé,Domaine Carrette 2019 Les Crays  (Pouilly-Fuissé),Chardonnay,Domaine Carrette,2019,0,0,1,0,0,0,0,0
98934,France,"While Savigny is better known for its red wines, its whites have a rich, soft character that makes them accessible when young. This wine, from 40-year-old vines and aged lightly in wood, is structured, mineral and full of crisp green and white fruits. Drink from 2020.",,88,43.0,Burgundy,Savigny-lès-Beaune,Domaine de Bellene 2018  Savigny-lès-Beaune,Chardonnay,Domaine de Bellene,2018,0,0,1,0,0,0,0,0
98936,France,"This ripe and full-bodied wine has a wonderful balance between pure acidity and ripe yellow fruits. From chalk and clay soils, it's both mineral and rich, both fresh and warm. It could be drunk now, although it will be much better from 2020.",Authentique,88,25.0,Burgundy,Pouilly-Fuissé,Domaine Sangouard-Guyot 2019 Authentique  (Pouilly-Fuissé),Chardonnay,Domaine Sangouard-Guyot,2019,0,0,1,0,0,0,0,0
99010,France,"Bringing together old vines from a number of the Chablisienne cooperative's vineyards, this wine is concentrated and finely structured. Its rich creamed apple and tangy orange zest flavors are lit by acidity and a mineral edge. Drink from 2022.",Les Vénérables,90,27.0,Burgundy,Chablis,La Chablisienne 2020 Les Vénérables  (Chablis),Chardonnay,La Chablisienne,2020,0,0,1,0,0,0,0,0
99143,France,"This wine is rich and rounded, with some wood flavors and plenty of spice. Creamy with swathes of ripe pear and quince flavors, it's just now ready to drink and has a great balance between acidity and richness.",Terre de Marne,90,25.0,France Other,Arbois,Domaine Dugois 2021 Terre de Marne Chardonnay (Arbois),Chardonnay,Domaine Dugois,2021,0,0,0,0,1,0,0,0
99162,France,"Strongly wood-aged, this is a ripe, toasty wine. The citrus and creamed apple fruits are still working their way through the wood flavors. It's going to be richly fruity wine with a round texture that is cut by acidity. Give it time and drink from 2022.",Clos des Guettes Premier Cru,90,44.0,Burgundy,Savigny-lès-Beaune,Louis Jadot 2018 Clos des Guettes Premier Cru  (Savigny-lès-Beaune),Chardonnay,Louis Jadot,2018,0,0,1,0,0,0,0,0
99164,France,"The wine is structured and concentrated, showing a strong sense of minerality. Citrus and ripe apple fruits are complemented by richer apricot, always cut through with acidity and a tense texture. It needs to age, drink from 2020.",,90,53.0,Burgundy,Chassagne-Montrachet,Olivier Leflaive 2018  Chassagne-Montrachet,Chardonnay,Olivier Leflaive,2018,0,0,1,0,0,0,0,0
99315,France,"This soft wine is ripe and creamy. With fruit mainly from the southern Burgundy, it offers warm apricot and spice flavors. As a contrast, the zesty texture adds a crisp aftertaste. Drink now.",Domaine des Terreaux,87,17.0,Burgundy,Bourgogne,Boutinot 2021 Domaine des Terreaux  (Bourgogne),Chardonnay,Boutinot,2021,0,0,1,0,0,0,0,0
99318,France,Ripe tropical fruits permeate this ready-to-drink wine. Pineapple and mango flavors have just enough acidity to keep this generous wine crisp. Drink now.,Cuvée Jean-Jacques de Boissieu,87,26.0,Burgundy,Pouilly-Fuissé,Château de Lavernette 2021 Cuvée Jean-Jacques de Boissieu  (Pouilly-Fuissé),Chardonnay,Château de Lavernette,2021,0,0,1,0,0,0,0,0
99324,France,"This is a rich style of Burgundy, broad and full of yellow fruits. These are cut by acidity, a lime-zest character that pushes the fruitiness right forward. Drink now.",,87,16.0,Burgundy,Bourgogne,Florent Descombe 2021  Bourgogne,Chardonnay,Florent Descombe,2021,0,0,1,0,0,0,0,0
99338,France,"A simple, soft Chardonnay from the Mâconnais region, this is rounded. A touch of caramel adds extra flavor to the warm fruit. Green plum and melon dominate this wine that is ready to drink.",,86,15.0,Burgundy,Mâcon-Villages,Domaine Pascal et Mireille Renaud 2022  Mâcon-Villages,Chardonnay,Domaine Pascal et Mireille Renaud,2022,0,0,1,0,0,0,0,0
99409,France,"Without any wood aging, the wine shows just the yeastiness from aging on the lees. That fills the palate with spice and a touch of pepper. The wine needs a little more time. Drink from 2022.",Anthéus,84,13.0,Loire Valley,,Domaine Sauvat 2021 Anthéus Chardonnay,Chardonnay,Domaine Sauvat,2021,0,0,0,0,0,0,1,0
99689,France,"While this shows the ripeness of the vintage, it remains very minerally in style, with a lemony crispness to match with its white fruit flavor, tight texture and taut finish.",,89,39.0,Burgundy,Pouilly-Fuissé,Henri de Villamont 2015  Pouilly-Fuissé,Chardonnay,Henri de Villamont,2015,0,0,1,0,0,0,0,0
99719,France,"This is a ripe and smoothly textured wine. It is already finely balanced, rich with toast, apricot fruits and a tight, mineral character. It is enjoyable now but will age well until 2022.",Quintessence,91,39.0,Burgundy,Pouilly-Fuissé,Domaine Sangouard-Guyot 2018 Quintessence  (Pouilly-Fuissé),Chardonnay,Domaine Sangouard-Guyot,2018,0,0,1,0,0,0,0,0
100018,France,"From vines planted in 1955, this is a ripe, fruit-packed and mineral-driven wine. It has succulent green fruits, laced with lemon zest and firmly textured. It needs to age for several years to reveal its full potential. Drink from 2022.",Fourchaume Premier Cru Vieilles Vignes,92,44.0,Burgundy,Chablis,Domaine Vrignaud 2018 Fourchaume Premier Cru Vieilles Vignes  (Chablis),Chardonnay,Domaine Vrignaud,2018,0,0,1,0,0,0,0,0
100175,France,"Fine and fresh, this has clean fruit, a touch of caramel along with crisp white peach and creamy apple. The wine is light, soft, accessible now.",,86,27.0,Burgundy,Saint-Véran,Henri de Villamont 2013  Saint-Véran,Chardonnay,Henri de Villamont,2013,0,0,1,0,0,0,0,0
100395,France,"Caramel aromas give this wine a rich, full and almost sweet character. It has weight, a warm feel cut with pear and quince acidity. It needs to be drunk now.",Clos des Rocs Monopole,86,26.0,Burgundy,Pouilly-Loché,Clos des Rocs 2019 Clos des Rocs Monopole  (Pouilly-Loché),Chardonnay,Clos des Rocs,2019,0,0,1,0,0,0,0,0
100396,France,"The aromas suggest this wine has too much wood for its own good. The palate is just rich enough to sustain all that toast, while also allowing room for some crisp white and green fruits. Drink this wine from 2020.",Sur la Carrière,86,29.0,Burgundy,Saint-Véran,Domaine de la Croix Senaillet 2019 Sur la Carrière  (Saint-Véran),Chardonnay,Domaine de la Croix Senaillet,2019,0,0,1,0,0,0,0,0
100397,France,"Soft and fruity, this lightly spicy wine has refreshing acidity over orange and lemon fruitiness. It is lightly structured with some minerality, leaving a delicious, fragrant character. Drink now.",,86,22.0,Burgundy,Mâcon-Fuissé,Domaine Vincent Girardin 2019  Mâcon-Fuissé,Chardonnay,Domaine Vincent Girardin,2019,0,0,1,0,0,0,0,0
100417,France,"This is a spicy, fresh wine with cinnamon alongside fragrant acidity. It's crisply fruity, full of balanced acidity and deliciously aromatic. With its ripe apricot flavors, this wine is ready to drink.",Vieilles Vignes,86,26.0,Burgundy,Viré-Clessé,Christophe Cordier 2019 Vieilles Vignes  (Viré-Clessé),Chardonnay,Christophe Cordier,2019,0,0,1,0,0,0,0,0
100497,France,Yeasty aromas and a tangy herbal character certainly make for an unusual Chardonnay. It is closer to the Jura's Vin Jaune than it is to any normal fruity wine. Drink now for its fascinating flavors.,,85,19.0,France Other,Côtes du Jura,Domaine de Savagny 2017 Chardonnay (Côtes du Jura),Chardonnay,Domaine de Savagny,2017,0,0,0,0,1,0,0,0
100538,France,This ripe wine is still young. It has a taut texture that's dominated by the lively white fruit and crisp acidity. There's a mineral streak that cuts through the wine to give a steely texture that will soften over the next year. Drink from the end of 2022.,Millésime Brut,93,63.0,Champagne,Champagne,Voirin-Jumel 2016 Millésime Brut Chardonnay (Champagne),Chardonnay,Voirin-Jumel,2016,0,0,0,1,0,0,0,0
100736,France,"Fermented and aged in four-year-old French oak barrels, this wine is ripe, creamy and fruity. It has a rounded character with flavors of pears and apricots to give richness. Refreshing with its zing of acidity at the end, it is ready to drink. Robert Perroud's family has been making wine since 1789. He began a vineyard conversion to biodynamic practices and considers making wine an art.",,88,20.0,Beaujolais,Beaujolais-Villages,Robert Perroud 2020  Beaujolais-Villages,Chardonnay,Robert Perroud,2020,0,1,0,0,0,0,0,0
100915,France,"There's a distinct salinity to this Chard, complementing the green apple and hard peach flavors. Notes of sweet lemony citrus linger on the mouthwatering finish.",Les Grains,86,17.0,France Other,Mediterranée,Marrenon 2015 Les Grains Chardonnay (Mediterranée),Chardonnay,Marrenon,2015,0,0,0,0,1,0,0,0
101009,France,"Jacquesson is proud possessor of top quality grand cru vineyards in Avize. This vintage is subtle, a wine that takes a while to show all its richness, balanced with elegance. The fruit is ripe pear, peach and orange zest. It has a great streak of minerality. Worth aging.",Avize Grand Cru Blanc de Blancs Brut,94,180.0,Champagne,Champagne,Jacquesson et Fils 2006 Avize Grand Cru Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Jacquesson et Fils,2006,0,0,0,1,0,0,0,0
101068,France,"Balanced and brightly fruity, this is laden with acidity and a ripe apple flavor. With its touch of vanilla, this is full and crisply delicious. Ready to drink now.",Champs Royaux,86,25.0,Burgundy,Chablis,William Fèvre 2016 Champs Royaux  (Chablis),Chardonnay,William Fèvre,2016,0,0,1,0,0,0,0,0
101076,France,"Crisp and cool, this shows a vanilla flavor that softens the attractive tight, acidic fruit. It's light in texture, with a prominent tang of citrus.",Clos Philippe-le-Hardi,86,25.0,Burgundy,Bourgogne Hautes Côtes de Beaune,Château Philippe-le-Hardi 2016 Clos Philippe-le-Hardi  (Bourgogne Hautes Côtes de Beaune),Chardonnay,Château Philippe-le-Hardi,2016,0,0,1,0,0,0,0,0
101085,France,This is delicate and crisply fruity. Its acidity and citrus presence offer a fragrant character that contrasts nicely with the more creamy texture.,Pas si Petit,86,21.0,Burgundy,Petit Chablis,La Chablisienne 2017 Pas si Petit  (Petit Chablis),Chardonnay,La Chablisienne,2017,0,0,1,0,0,0,0,0
101255,France,"A delicious, refreshingly crisp wine, this has an excellent balance between acidity and bright apple fruits. In the background, the wood aging and vanilla flavors give an extra dimension. Drink now.",Tournant de Pouilly,92,40.0,Burgundy,Pouilly-Fuissé,Domaine Ferret 2021 Tournant de Pouilly  (Pouilly-Fuissé),Chardonnay,Domaine Ferret,2021,0,0,1,0,0,0,0,0
101261,France,"The white wines of Pernand-Vergelesses have managed to preserve a cool, crisp character even in warm 2019. This wine has the citrus well to the fore along with flavors of wood aging and spice. It is tangy and mineral, with a bright textured aftertaste. Drink from 2024.",Sous Frétilles Premier Cru,92,49.0,Burgundy,Pernand-Vergelesses,Arnaud Baillot 2021 Sous Frétilles Premier Cru  (Pernand-Vergelesses),Chardonnay,Arnaud Baillot,2021,0,0,1,0,0,0,0,0
101475,France,"Soft, rounded and fruity, with apple flavors, this is pretty anonymous in character. Drink now.",Alphonse Dolly Les Doigts d'Or de Dolly,83,9.0,France Other,Vin de France,Eric Louis 2022 Alphonse Dolly Les Doigts d'Or de Dolly Chardonnay (Vin de France),Chardonnay,Eric Louis,2022,0,0,0,0,1,0,0,0
101484,France,This light-bodied wine shows citrus and green fruit touches. It has a soft aftertaste that makes it attractive and ready to drink.,,83,8.0,France Other,Vin de France,Tussock Jumper 2022 Chardonnay (Vin de France),Chardonnay,Tussock Jumper,2022,0,0,0,0,1,0,0,0
101552,France,"With just that extra bottle age, the wine shows ripe quince and apricot flavors, with a suggestion of artichoke and a rounded texture. Soft and open, this is ready to drink.",Grains Dorés,87,42.0,Burgundy,Chablis,Domaine Garnier Fils 2014 Grains Dorés  (Chablis),Chardonnay,Domaine Garnier Fils,2014,0,0,1,0,0,0,0,0
101731,France,"This creamy wine has soft fruit flavors and light acidity. It has a touch of spice as well as pear and melon fruits. The texture is warm, ripe and rounded with just enough acidity at the end to keep the wine buoyant. Drink now.",,86,14.0,Loire Valley,Val de Loire,Domaine du Colombier 2021 Chardonnay (Val de Loire),Chardonnay,Domaine du Colombier,2021,0,0,0,0,0,0,1,0
101797,France,"This wine is rounded, rich and full of ripe fruit. Its wood flavors, giving spice and vanilla, are a backdrop to the generous apricot and pear flavors and good acidity. Drink this wine from 2022.",Sous Blagny Premier Cru,91,36.0,Burgundy,Meursault,Domaine Faiveley 2021 Sous Blagny Premier Cru  (Meursault),Chardonnay,Domaine Faiveley,2021,0,0,1,0,0,0,0,0
101798,France,"This premier-cru vineyard, wholly owned by the Devillard family, has produced a broad, ripe wine. It is generous, somewhat muted at this stage although promising plenty of citrus and yellow fruits and acidity as it ages. The wood aging creates a smooth hint at the back. Drink from 2021.",Château de Chamirey La Mission Premier Cru,91,34.0,Burgundy,Mercurey,Domaines Devillard 2021 Château de Chamirey La Mission Premier Cru  (Mercurey),Chardonnay,Domaines Devillard,2021,0,0,1,0,0,0,0,0
101819,France,"This balanced wine, full of ripe fruits, also has good acidity and a crisp citrus edge. It conveys a warm character, the apricot freshened by lemon flavors and given a tangy aftertaste. Drink now.",Les Raidillons,91,28.0,Burgundy,Pouilly-Fuissé,Yves Giroux 2021 Les Raidillons  (Pouilly-Fuissé),Chardonnay,Yves Giroux,2021,0,0,1,0,0,0,0,0
101834,France,"Beaujolais is an increasingly attractive source of inexpensive Chardonnay. This perfumed wine is warm with yellow fruits as well as crisper green plum and citrus flavors. With a touch of toastiness and caramel it is ripe and smooth, ready to drink now.",Les Vignes de la Roche,88,21.0,Beaujolais,Beaujolais Blanc,Château de Lavernette 2020 Les Vignes de la Roche  (Beaujolais Blanc),Chardonnay,Château de Lavernette,2020,0,1,0,0,0,0,0,0
101951,France,"Notes of chalk, bread and stone precede the bruised apple notes on this beautiful, elegant vintage Crémant. On the palate, the apple notes become fuller and rounder and appear like mellow, baked Golden Delicious. There is purity, structure and precision in the autolytic notes which are supported by pure citrus and apple freshness, leaving the palate impressed but not weighed down. Hints of spice develop in the background while all the freshness makes for a lip-smacking, long and savory finish.",Extra Brut,93,37.0,Alsace,Crémant d'Alsace,Boeckel 2018 Extra Brut Chardonnay (Crémant d'Alsace),Chardonnay,Boeckel,2018,1,0,0,0,0,0,0,0
102034,France,"From a small vineyard in the north of the Côte de Nuits, this is a rare white wine in a red-wine region. Lightly toasty, it has spice, pear flavors and perfumed acidity. It's bright and crisp, ending with lively acidity.",,90,31.0,Burgundy,Fixin,Alex Gambal 2020  Fixin,Chardonnay,Alex Gambal,2020,0,0,1,0,0,0,0,0
102042,France,"This ripe, full wine has an attractive spice and toast character. Warm yellow fruits and a rich feel indicate the generous, rounded potential. The wine has a crisp side as well as a mineral touch. Drink now, but better from 2021.",Vielles Vignes,90,30.0,Burgundy,Pouilly-Fuissé,Christophe Cordier 2020 Vielles Vignes  (Pouilly-Fuissé),Chardonnay,Christophe Cordier,2020,0,0,1,0,0,0,0,0
102092,France,"This Blanc de Blancs has shed its initial minerality and gained rich fruitiness. Apricots as well as more citrus flavors abound, bringing out a full and round character. From Grand Cru vineyards on the Côte des Blancs, this is ready to drink.",Blanc de Blancs Brut,92,98.0,Champagne,Champagne,Ayala 2013 Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Ayala,2013,0,0,0,1,0,0,0,0
102095,France,"While the wine has all the steely crispness you expect in a Chablis, it also offers ripe fruitiness that gives a full-bodied, round character. Acidity cuts through to give a lift to the fruit and to the tight texture of this young wine. It should age until 2019.",Fourchaume Premier Cru,92,38.0,Burgundy,Chablis,La Chablisienne 2018 Fourchaume Premier Cru  (Chablis),Chardonnay,La Chablisienne,2018,0,0,1,0,0,0,0,0
102096,France,"At this stage, this is a wood-dominated wine. Its potential is considerable because beneath this wood and toast awaits a wonderful range of ripe apples, apricots and mango that promise to develop into a full, generous wine. Keep until 2022.",Poruzots Premier Cru,92,81.0,Burgundy,Meursault,Olivier Leflaive 2018 Poruzots Premier Cru  (Meursault),Chardonnay,Olivier Leflaive,2018,0,0,1,0,0,0,0,0
102278,France,"Although this wine is labeled Brut, it is in fact right at the driest end of that category. Bone dry, therefore, while full of white fruits and crisp lemon zest flavors. The texture is tight, steely and speaks strongly of the chalk of the soil. It is still young, so this vintage wine can be drunk now for its fruitiness or left until 2020 for a more rounded, toasty character.",Cuvée Gastronome Premier Cru Blanc de Blancs Brut,92,67.0,Champagne,Champagne,Pierre Gimonnet et Fils 2015 Cuvée Gastronome Premier Cru Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Pierre Gimonnet et Fils,2015,0,0,0,1,0,0,0,0
102281,France,"A soft and round exterior hides the concentrated, structured core that sets this wine on a long road to maturity. Creamed pears, quince and tight acidity are developing to come through and fill the wine with a crisp character allied to steeliness. Drink from 2021.",Montée de Tonnerre Premier Cru,92,40.0,Burgundy,Chablis,Damien et Romain Bouchard 2018 Montée de Tonnerre Premier Cru  (Chablis),Chardonnay,Damien et Romain Bouchard,2018,0,0,1,0,0,0,0,0
102282,France,"This is the best Delamotte vintage since 2000, a ripe and rich wine that brings out the chalky soil character with a strong mineral content. It has weight along with a relatively high dosage that gives softness. It is balanced, fruity and ready to drink.",Blanc de Blancs Brut,92,132.0,Champagne,Champagne,Delamotte 2010 Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Delamotte,2010,0,0,0,1,0,0,0,0
